公司,通訊處名稱,地址,縣市,鄉鎮市區,設立日期,比對方式,信心度
富邦人壽保險股份有限公司,富耀通訊處,(104075)台北市中山區南京東路二段139號7樓之1,臺北市,中山區,1993-11-26,explicit,1.0
富邦人壽保險股份有限公司,富翁通訊處,(104075)台北市中山區南京東路二段139號3樓之2,臺北市,中山區,1990-11-26,explicit,1.0
富邦人壽保險股份有限公司,富瀚通訊處,(104075)台北市中山區南京東路二段139號7樓之3,臺北市,中山區,2014-10-21,explicit,1.0
富邦人壽保險股份有限公司,富獻通訊處,(104075)台北市中山區南京東路二段139號7樓之3,臺北市,中山區,2018-04-02,explicit,1.0
富邦人壽保險股份有限公司,富道通訊處,(104075)台北市中山區南京東路二段139號8樓之2,臺北市,中山區,2023-05-26,explicit,1.0
富邦人壽保險股份有限公司,富平通訊處,(110407)台北市信義區基隆路一段210號6樓,臺北市,信義區,2023-06-27,explicit,1.0
富邦人壽保險股份有限公司,富寬通訊處,(104075)台北市中山區南京東路二段139號8樓之3,臺北市,中山區,1998-03-26,explicit,1.0
富邦人壽保險股份有限公司,富揚通訊處,(104075)台北市中山區南京東路二段139號9樓之1,臺北市,中山區,1994-12-26,explicit,1.0
富邦人壽保險股份有限公司,富源通訊處,(104075)台北市中山區南京東路二段139號9樓之2,臺北市,中山區,1995-12-26,explicit,1.0
富邦人壽保險股份有限公司,富源二通訊處,(104075)台北市中山區南京東路二段139號9樓之2,臺北市,中山區,2025-09-26,explicit,1.0
富邦人壽保險股份有限公司,富航通訊處,(104075)台北市中山區南京東路二段139號9樓之2,臺北市,中山區,2018-11-27,explicit,1.0
富邦人壽保險股份有限公司,花莘通訊處,(104471)台北市中山區建國北路二段196號3樓,臺北市,中山區,2016-02-15,explicit,1.0
富邦人壽保險股份有限公司,花漾通訊處,(104471)台北市中山區建國北路二段196號3樓,臺北市,中山區,2009-08-31,explicit,1.0
富邦人壽保險股份有限公司,花權通訊處,(104471)台北市中山區建國北路二段196號4樓,臺北市,中山區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,花權二通訊處,(104471)台北市中山區建國北路二段196號4樓,臺北市,中山區,2025-12-27,explicit,1.0
富邦人壽保險股份有限公司,花鯉通訊處,(104471)台北市中山區建國北路二段196號5樓,臺北市,中山區,2015-01-08,explicit,1.0
富邦人壽保險股份有限公司,花米通訊處,(104471)台北市中山區建國北路二段196號5樓,臺北市,中山區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,花宸通訊處,(104471)台北市中山區建國北路二段196號5樓,臺北市,中山區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,富正通訊處,(104471)台北市中山區建國北路二段196號6樓A區,臺北市,中山區,2012-02-14,explicit,1.0
富邦人壽保險股份有限公司,花懿通訊處,(104471)台北市中山區建國北路二段196號7樓,臺北市,中山區,2012-04-17,explicit,1.0
富邦人壽保險股份有限公司,富決通訊處,(104471)台北市中山區建國北路二段196號7樓之1,臺北市,中山區,2018-04-17,explicit,1.0
富邦人壽保險股份有限公司,富決一通訊處,(104471)台北市中山區建國北路二段196號7樓之1,臺北市,中山區,2025-07-26,explicit,1.0
富邦人壽保險股份有限公司,花岳通訊處,(104471)台北市中山區建國北路二段196號8樓之2,臺北市,中山區,2012-03-12,explicit,1.0
富邦人壽保險股份有限公司,富東通訊處,(104471)台北市中山區建國北路二段196號8樓之2,臺北市,中山區,2016-09-02,explicit,1.0
富邦人壽保險股份有限公司,富全通訊處,(104471)台北市中山區建國北路二段236號3樓,臺北市,中山區,1997-12-26,explicit,1.0
富邦人壽保險股份有限公司,富景通訊處,(104471)台北市中山區建國北路二段236號15樓,臺北市,中山區,2001-12-16,explicit,1.0
富邦人壽保險股份有限公司,富初通訊處,(104471)台北市中山區建國北路二段236號4樓,臺北市,中山區,2017-01-16,explicit,1.0
富邦人壽保險股份有限公司,富穗通訊處,(104471)台北市中山區建國北路二段236號4樓,臺北市,中山區,2026-03-26,explicit,1.0
富邦人壽保險股份有限公司,富穗一通訊處,(104471)台北市中山區建國北路二段236號4樓,臺北市,中山區,2025-11-26,explicit,1.0
富邦人壽保險股份有限公司,富享通訊處,(104471)台北市中山區建國北路二段236號11樓,臺北市,中山區,2024-12-26,explicit,1.0
富邦人壽保險股份有限公司,富享一通訊處,(104471)台北市中山區建國北路二段236號11樓,臺北市,中山區,2025-01-25,explicit,1.0
富邦人壽保險股份有限公司,富九通訊處,(104471)台北市中山區建國北路二段236號14樓,臺北市,中山區,2019-09-18,explicit,1.0
富邦人壽保險股份有限公司,富悅通訊處,(104471)台北市中山區建國北路二段236號14樓,臺北市,中山區,2024-08-27,explicit,1.0
富邦人壽保險股份有限公司,富九二通訊處,(104471)台北市中山區建國北路二段236號14樓,臺北市,中山區,2025-04-26,explicit,1.0
富邦人壽保險股份有限公司,富可通訊處,(104471)台北市中山區建國北路二段238號4樓,臺北市,中山區,2000-09-26,explicit,1.0
富邦人壽保險股份有限公司,富川通訊處,(104471)台北市中山區建國北路二段238號4樓,臺北市,中山區,2018-12-03,explicit,1.0
富邦人壽保險股份有限公司,富川一通訊處,(104471)台北市中山區建國北路二段238號4樓,臺北市,中山區,2025-07-26,explicit,1.0
富邦人壽保險股份有限公司,富派通訊處,(104471)台北市中山區建國北路二段238號4樓,臺北市,中山區,2019-08-27,explicit,1.0
富邦人壽保險股份有限公司,富生通訊處,(104471)台北市中山區建國北路二段238號4樓,臺北市,中山區,2023-11-28,explicit,1.0
富邦人壽保險股份有限公司,富略通訊處,(104471)台北市中山區建國北路二段236號5樓,臺北市,中山區,2016-02-15,explicit,1.0
富邦人壽保險股份有限公司,富略一通訊處,(104471)台北市中山區建國北路二段236號5樓,臺北市,中山區,2025-08-26,explicit,1.0
富邦人壽保險股份有限公司,富策通訊處,(104471)台北市中山區建國北路二段236號5樓,臺北市,中山區,2008-12-26,explicit,1.0
富邦人壽保險股份有限公司,富策二通訊處,(104471)台北市中山區建國北路二段236號5樓,臺北市,中山區,2025-08-26,explicit,1.0
富邦人壽保險股份有限公司,富策三通訊處,(104471)台北市中山區建國北路二段236號5樓,臺北市,中山區,2025-12-27,explicit,1.0
富邦人壽保險股份有限公司,富也通訊處,(104471)台北市中山區建國北路二段238號5樓,臺北市,中山區,1999-12-26,explicit,1.0
富邦人壽保險股份有限公司,富鴻通訊處,(104471)台北市中山區建國北路二段236號6樓,臺北市,中山區,1999-10-16,explicit,1.0
富邦人壽保險股份有限公司,富傢通訊處,(104471)台北市中山區建國北路二段236號6樓,臺北市,中山區,2020-08-27,explicit,1.0
富邦人壽保險股份有限公司,富璇通訊處,(104471)台北市中山區建國北路二段236號6樓,臺北市,中山區,2016-06-21,explicit,1.0
富邦人壽保險股份有限公司,富璇一通訊處,(104471)台北市中山區建國北路二段236號6樓,臺北市,中山區,2025-05-27,explicit,1.0
富邦人壽保險股份有限公司,富宅通訊處,(104471)台北市中山區建國北路二段238號6樓,臺北市,中山區,2001-11-16,explicit,1.0
富邦人壽保險股份有限公司,富碩通訊處,(104471)台北市中山區建國北路二段238號6樓,臺北市,中山區,2018-08-28,explicit,1.0
富邦人壽保險股份有限公司,富頤通訊處,(104471)台北市中山區建國北路二段236號7樓,臺北市,中山區,1999-09-16,explicit,1.0
富邦人壽保險股份有限公司,富騰通訊處,(104471)台北市中山區建國北路二段236號7樓,臺北市,中山區,1994-09-26,explicit,1.0
富邦人壽保險股份有限公司,富貿通訊處,(104471)台北市中山區建國北路二段236號7樓,臺北市,中山區,2017-09-25,explicit,1.0
富邦人壽保險股份有限公司,富商通訊處,(104471)台北市中山區建國北路二段238號10樓,臺北市,中山區,2017-05-08,explicit,1.0
富邦人壽保險股份有限公司,富胤通訊處,(104471)台北市中山區建國北路二段236號8樓,臺北市,中山區,2013-06-06,explicit,1.0
富邦人壽保險股份有限公司,富胤二通訊處,(104471)台北市中山區建國北路二段236號8樓,臺北市,中山區,2025-04-26,explicit,1.0
富邦人壽保險股份有限公司,富胤三通訊處,(104471)台北市中山區建國北路二段236號8樓,臺北市,中山區,2025-09-26,explicit,1.0
富邦人壽保險股份有限公司,富棠通訊處,(104471)台北市中山區建國北路二段238號8樓,臺北市,中山區,2018-08-28,explicit,1.0
富邦人壽保險股份有限公司,富永通訊處,(104471)台北市中山區建國北路二段238號15樓,臺北市,中山區,1998-12-16,explicit,1.0
富邦人壽保險股份有限公司,富永二通訊處,(104471)台北市中山區建國北路二段238號15樓,臺北市,中山區,2025-01-25,explicit,1.0
富邦人壽保險股份有限公司,富永三通訊處,(104471)台北市中山區建國北路二段238號15樓,臺北市,中山區,2025-01-25,explicit,1.0
富邦人壽保險股份有限公司,富果通訊處,(104471)台北市中山區建國北路二段238號11樓,臺北市,中山區,2014-01-13,explicit,1.0
富邦人壽保險股份有限公司,富璨通訊處,(104471)台北市中山區建國北路二段236號9樓,臺北市,中山區,2013-03-18,explicit,1.0
富邦人壽保險股份有限公司,富碼通訊處,(104471)台北市中山區建國北路二段236號9樓,臺北市,中山區,2018-04-02,explicit,1.0
富邦人壽保險股份有限公司,富綵通訊處,(104471)台北市中山區建國北路二段236號9樓,臺北市,中山區,2018-11-27,explicit,1.0
富邦人壽保險股份有限公司,富德通訊處,(104471)台北市中山區建國北路二段238號9樓,臺北市,中山區,2010-04-14,explicit,1.0
富邦人壽保險股份有限公司,富則通訊處,(104471)台北市中山區建國北路二段236號10樓,臺北市,中山區,2014-03-14,explicit,1.0
富邦人壽保險股份有限公司,富則六通訊處,(104471)台北市中山區建國北路二段236號10樓,臺北市,中山區,2025-12-27,explicit,1.0
富邦人壽保險股份有限公司,富予通訊處,(104471)台北市中山區建國北路二段238號8樓,臺北市,中山區,2024-03-26,explicit,1.0
富邦人壽保險股份有限公司,富予二通訊處,(104471)台北市中山區建國北路二段238號8樓,臺北市,中山區,2025-06-26,explicit,1.0
富邦人壽保險股份有限公司,富吳通訊處,(104471)台北市中山區建國北路二段238號8樓,臺北市,中山區,2023-06-27,explicit,1.0
富邦人壽保險股份有限公司,富能通訊處,(104471)台北市中山區建國北路二段236號10樓,臺北市,中山區,2023-07-26,explicit,1.0
富邦人壽保險股份有限公司,富占通訊處,(104471)台北市中山區建國北路二段236號10樓,臺北市,中山區,2019-04-16,explicit,1.0
富邦人壽保險股份有限公司,富焱通訊處,(104471)台北市中山區建國北路二段238號10樓,臺北市,中山區,2014-04-07,explicit,1.0
富邦人壽保險股份有限公司,富謙通訊處,(104471)台北市中山區建國北路二段238號15樓,臺北市,中山區,2017-11-28,explicit,1.0
富邦人壽保險股份有限公司,富創通訊處,(104471)台北市中山區建國北路二段238號7樓,臺北市,中山區,2016-04-22,explicit,1.0
富邦人壽保險股份有限公司,富淮通訊處,(104471)台北市中山區建國北路二段238號7樓,臺北市,中山區,2026-03-26,explicit,1.0
富邦人壽保險股份有限公司,富繽通訊處,(104471)台北市中山區建國北路二段236號11樓,臺北市,中山區,2020-02-21,explicit,1.0
富邦人壽保險股份有限公司,富繽一通訊處,(104471)台北市中山區建國北路二段236號11樓,臺北市,中山區,2025-05-27,explicit,1.0
富邦人壽保險股份有限公司,富憪通訊處,(104471)台北市中山區建國北路二段238號11樓,臺北市,中山區,2012-12-06,explicit,1.0
富邦人壽保險股份有限公司,富望通訊處,(104471)台北市中山區建國北路二段236號12樓,臺北市,中山區,2013-04-15,explicit,1.0
富邦人壽保險股份有限公司,富夯通訊處,(105410)台北市松山區南京東路五段108號12樓,臺北市,松山區,2015-08-21,explicit,1.0
富邦人壽保險股份有限公司,富晉通訊處,(110407)台北市信義區基隆路一段210號11樓,臺北市,信義區,2011-04-13,explicit,1.0
富邦人壽保險股份有限公司,富邁通訊處,(110407)台北市信義區基隆路一段210號11樓,臺北市,信義區,2016-08-02,explicit,1.0
富邦人壽保險股份有限公司,富海通訊處,(105410)台北市松山區南京東路五段108號10樓,臺北市,松山區,2010-07-08,explicit,1.0
富邦人壽保險股份有限公司,富巨通訊處,(105410)台北市松山區南京東路五段108號10樓,臺北市,松山區,2017-07-10,explicit,1.0
富邦人壽保險股份有限公司,富淳通訊處,(104471)台北市中山區建國北路二段236號12樓,臺北市,中山區,1997-12-26,explicit,1.0
富邦人壽保險股份有限公司,富淳一通訊處,(104471)台北市中山區建國北路二段236號12樓,臺北市,中山區,2026-03-26,explicit,1.0
富邦人壽保險股份有限公司,富誠通訊處,(105410)台北市松山區南京東路五段108號12樓,臺北市,松山區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,富宥通訊處,(105409)台北市松山區南京東路五段223號6樓,臺北市,松山區,2016-03-04,explicit,1.0
富邦人壽保險股份有限公司,富富通訊處,(105608)台北市松山區八德路三段20號8樓A、C區,臺北市,松山區,1997-01-26,explicit,1.0
富邦人壽保險股份有限公司,富潤通訊處,(105608)台北市松山區八德路三段20號8樓A、C區,臺北市,松山區,2017-05-23,explicit,1.0
富邦人壽保險股份有限公司,富多通訊處,(105608)台北市松山區八德路三段20號8樓B區,臺北市,松山區,2016-11-28,explicit,1.0
富邦人壽保險股份有限公司,富愷通訊處,(105608)台北市松山區八德路三段20號8樓B區,臺北市,松山區,2000-08-16,explicit,1.0
富邦人壽保險股份有限公司,富碁通訊處,(105608)台北市松山區八德路三段20號9樓B區,臺北市,松山區,1990-11-26,explicit,1.0
富邦人壽保險股份有限公司,富碁二通訊處,(105608)台北市松山區八德路三段20號9樓B區,臺北市,松山區,2026-01-27,explicit,1.0
富邦人壽保險股份有限公司,富同通訊處,(105608)台北市松山區八德路三段34號5樓A區,臺北市,松山區,2016-12-26,explicit,1.0
富邦人壽保險股份有限公司,富贊通訊處,(105608)台北市松山區八德路三段34號5樓A區,臺北市,松山區,2017-02-16,explicit,1.0
富邦人壽保險股份有限公司,富贊一通訊處,(105608)台北市松山區八德路三段34號5樓A區,臺北市,松山區,2026-03-26,explicit,1.0
富邦人壽保險股份有限公司,富薇通訊處,(105608)台北市松山區八德路三段34號5樓B區,臺北市,松山區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,富通訊處,(105608)台北市松山區八德路三段34號6樓A區,臺北市,松山區,2019-09-12,explicit,1.0
富邦人壽保險股份有限公司,富吉通訊處,(105608)台北市松山區八德路三段36號8樓,臺北市,松山區,2002-12-16,explicit,1.0
富邦人壽保險股份有限公司,富習通訊處,(105608)台北市松山區八德路三段20號8樓D區,臺北市,松山區,2015-11-09,explicit,1.0
富邦人壽保險股份有限公司,富爽通訊處,(106420)台北市大安區敦化南路二段97號5樓A室,臺北市,大安區,2000-12-26,explicit,1.0
富邦人壽保險股份有限公司,富顥通訊處,(110407)台北市信義區基隆路一段210號13樓,臺北市,信義區,2013-10-14,explicit,1.0
富邦人壽保險股份有限公司,富顥一通訊處,(110407)台北市信義區基隆路一段210號13樓,臺北市,信義區,2025-12-27,explicit,1.0
富邦人壽保險股份有限公司,富群通訊處,(106420)台北市大安區敦化南路二段97號5樓C室,臺北市,大安區,1996-04-16,explicit,1.0
富邦人壽保險股份有限公司,富群二通訊處,(106420)台北市大安區敦化南路二段97號5樓C室,臺北市,大安區,2025-02-26,explicit,1.0
富邦人壽保險股份有限公司,富田通訊處,(104075)台北市中山區南京東路二段139號10樓之2,臺北市,中山區,2000-09-16,explicit,1.0
富邦人壽保險股份有限公司,富拓通訊處,(104471)台北市中山區建國北路二段196號8樓之1,臺北市,中山區,2016-11-28,explicit,1.0
富邦人壽保險股份有限公司,富麗通訊處,(104471)台北市中山區建國北路二段196號8樓之1,臺北市,中山區,2017-11-09,explicit,1.0
富邦人壽保險股份有限公司,富酬通訊處,(104471)台北市中山區建國北路二段236號3樓,臺北市,中山區,2017-03-20,explicit,1.0
富邦人壽保險股份有限公司,富寶通訊處,(104075)台北市中山區南京東路二段139號8樓之2,臺北市,中山區,2016-11-02,explicit,1.0
富邦人壽保險股份有限公司,富匯通訊處,(105608)台北市松山區八德路三段34號6樓,臺北市,松山區,2015-11-09,explicit,1.0
富邦人壽保險股份有限公司,富后通訊處,(104471)台北市中山區建國北路二段238號3樓,臺北市,中山區,2021-11-26,explicit,1.0
富邦人壽保險股份有限公司,富鑽通訊處,(104471)台北市中山區建國北路二段238號14樓,臺北市,中山區,2008-12-26,explicit,1.0
富邦人壽保險股份有限公司,富鑽一通訊處,(104471)台北市中山區建國北路二段238號14樓,臺北市,中山區,2025-11-26,explicit,1.0
富邦人壽保險股份有限公司,富功通訊處,(104471)台北市中山區建國北路二段238號14樓,臺北市,中山區,2025-04-26,explicit,1.0
富邦人壽保險股份有限公司,富北通訊處,(104471)台北市中山區建國北路二段238號14樓,臺北市,中山區,2020-09-26,explicit,1.0
富邦人壽保險股份有限公司,富驥通訊處,(100405)台北市中正區忠孝西路一段6號12樓,臺北市,中正區,2016-09-12,explicit,1.0
富邦人壽保險股份有限公司,富仁通訊處,(100405)台北市中正區忠孝西路一段6號12樓,臺北市,中正區,2020-08-26,explicit,1.0
富邦人壽保險股份有限公司,富龍通訊處,(110407)台北市信義區基隆路一段210號18樓,臺北市,信義區,1994-06-26,explicit,1.0
富邦人壽保險股份有限公司,富勤通訊處,(106420)台北市大安區敦化南路二段97號4樓A室,臺北市,大安區,1990-07-26,explicit,1.0
富邦人壽保險股份有限公司,富台通訊處,(106420)台北市大安區敦化南路二段97號5樓B室,臺北市,大安區,2016-11-28,explicit,1.0
富邦人壽保險股份有限公司,富優通訊處,(110407)台北市信義區基隆路一段210號3樓,臺北市,信義區,2000-06-16,explicit,1.0
富邦人壽保險股份有限公司,富種通訊處,(110407)台北市信義區基隆路一段210號19樓,臺北市,信義區,1995-12-26,explicit,1.0
富邦人壽保險股份有限公司,富運通訊處,(110407)台北市信義區基隆路一段210號4樓,臺北市,信義區,2016-02-22,explicit,1.0
富邦人壽保險股份有限公司,富學通訊處,(110407)台北市信義區基隆路一段210號4樓,臺北市,信義區,2017-01-19,explicit,1.0
富邦人壽保險股份有限公司,富開通訊處,(110407)台北市信義區基隆路一段210號5樓,臺北市,信義區,2011-08-03,explicit,1.0
富邦人壽保險股份有限公司,富亨通訊處,(110407)台北市信義區基隆路一段210號7樓,臺北市,信義區,2014-10-31,explicit,1.0
富邦人壽保險股份有限公司,富姚通訊處,(110407)台北市信義區基隆路一段210號8樓,臺北市,信義區,1997-03-26,explicit,1.0
富邦人壽保險股份有限公司,富姚一通訊處,(110407)台北市信義區基隆路一段210號8樓,臺北市,信義區,2025-03-26,explicit,1.0
富邦人壽保險股份有限公司,富姚二通訊處,(110407)台北市信義區基隆路一段210號8樓,臺北市,信義區,2025-03-26,explicit,1.0
富邦人壽保險股份有限公司,富鈺通訊處,(110407)台北市信義區基隆路一段210號9樓,臺北市,信義區,2010-04-09,explicit,1.0
富邦人壽保險股份有限公司,富兆通訊處,(110407)台北市信義區基隆路一段210號12樓,臺北市,信義區,2010-05-10,explicit,1.0
富邦人壽保險股份有限公司,富品通訊處,(110407)台北市信義區基隆路一段210號14樓,臺北市,信義區,2012-03-08,explicit,1.0
富邦人壽保險股份有限公司,富恆通訊處,(110407)台北市信義區基隆路一段210號10樓,臺北市,信義區,2016-12-12,explicit,1.0
富邦人壽保險股份有限公司,富比通訊處,(110407)台北市信義區基隆路一段210號10樓,臺北市,信義區,2017-03-27,explicit,1.0
富邦人壽保險股份有限公司,富比一通訊處,(110407)台北市信義區基隆路一段210號10樓,臺北市,信義區,2026-06-26,explicit,1.0
富邦人壽保險股份有限公司,富日通訊處,(110407)台北市信義區基隆路一段210號16樓,臺北市,信義區,2013-02-26,explicit,1.0
富邦人壽保險股份有限公司,富來通訊處,(110407)台北市信義區基隆路一段210號16樓,臺北市,信義區,2014-02-14,explicit,1.0
富邦人壽保險股份有限公司,富江通訊處,(110407)台北市信義區基隆路一段210號15樓,臺北市,信義區,2020-01-14,explicit,1.0
富邦人壽保險股份有限公司,富江一通訊處,(110407)台北市信義區基隆路一段210號15樓,臺北市,信義區,2025-04-26,explicit,1.0
富邦人壽保險股份有限公司,富展通訊處,(110407)台北市信義區基隆路一段210號17樓,臺北市,信義區,2018-03-19,explicit,1.0
富邦人壽保險股份有限公司,富隼通訊處,(110407)台北市信義區基隆路一段210號17樓,臺北市,信義區,2023-10-26,explicit,1.0
富邦人壽保險股份有限公司,富莊通訊處,(110407)台北市信義區基隆路一段210號13樓,臺北市,信義區,2015-10-27,explicit,1.0
富邦人壽保險股份有限公司,富莊一通訊處,(110407)台北市信義區基隆路一段210號13樓,臺北市,信義區,2025-04-26,explicit,1.0
富邦人壽保險股份有限公司,富登通訊處,(110407)台北市信義區基隆路一段210號3樓,臺北市,信義區,2016-09-05,explicit,1.0
富邦人壽保險股份有限公司,富世通訊處,(112030)台北市北投區中央南路二段31號3樓,臺北市,北投區,2013-04-27,explicit,1.0
富邦人壽保險股份有限公司,富世一通訊處,(112030)台北市北投區中央南路二段31號3樓,臺北市,北投區,2026-01-27,explicit,1.0
富邦人壽保險股份有限公司,邦勁通訊處,(220781)新北市板橋區文化路一段268號6樓之2,新北市,板橋區,2019-06-21,explicit,1.0
富邦人壽保險股份有限公司,花鑽通訊處,(220781)新北市板橋區文化路一段268號6樓之2,新北市,板橋區,2015-10-14,explicit,1.0
富邦人壽保險股份有限公司,邦暘通訊處,(220781)新北市板橋區文化路一段268號17樓之2,新北市,板橋區,2024-06-26,explicit,1.0
富邦人壽保險股份有限公司,邦譽通訊處,(220339)新北市板橋區三民路二段37號3樓之1,新北市,板橋區,2000-06-26,explicit,1.0
富邦人壽保險股份有限公司,邦丞通訊處,(220339)新北市板橋區三民路二段37號3樓之1,新北市,板橋區,2025-05-27,explicit,1.0
富邦人壽保險股份有限公司,邦橋通訊處,(220339)新北市板橋區三民路二段37號4樓,新北市,板橋區,2022-01-26,explicit,1.0
富邦人壽保險股份有限公司,富眾通訊處,(220339)新北市板橋區三民路二段37號11樓之3,新北市,板橋區,2019-03-11,explicit,1.0
富邦人壽保險股份有限公司,邦仁通訊處,(220339)新北市板橋區三民路二段37號4樓之2,新北市,板橋區,1996-08-06,explicit,1.0
富邦人壽保險股份有限公司,邦瀅通訊處,(220339)新北市板橋區三民路二段37號4樓之3,新北市,板橋區,1992-09-01,explicit,1.0
富邦人壽保險股份有限公司,富橋通訊處,(220339)新北市板橋區三民路二段37號10樓之2,新北市,板橋區,1997-08-06,explicit,1.0
富邦人壽保險股份有限公司,邦馳通訊處,(220339)新北市板橋區三民路二段37號16樓之3,新北市,板橋區,1999-01-06,explicit,1.0
富邦人壽保險股份有限公司,邦葳通訊處,(220891)新北市板橋區溪城路105號2樓,新北市,板橋區,1999-06-26,explicit,1.0
富邦人壽保險股份有限公司,邦軒通訊處,(231029)新北市新店區中興路三段3號1樓,新北市,新店區,2013-03-26,explicit,1.0
富邦人壽保險股份有限公司,邦鑫通訊處,(235029)新北市中和區中山路二段389號5樓,新北市,中和區,2015-08-12,explicit,1.0
富邦人壽保險股份有限公司,富亮通訊處,(235061)新北市中和區景安路139號1樓,新北市,中和區,2017-06-03,explicit,1.0
富邦人壽保險股份有限公司,富炫通訊處,(235068)新北市中和區中和路132號1樓,新北市,中和區,2017-05-25,explicit,1.0
富邦人壽保險股份有限公司,邦讚通訊處,(236036)新北市土城區中央路三段87號8樓之1,新北市,土城區,2021-01-21,explicit,1.0
富邦人壽保險股份有限公司,富耕通訊處,(237021)新北市三峽區大觀路107號1樓、2樓,新北市,三峽區,2015-10-12,explicit,1.0
富邦人壽保險股份有限公司,富耕一通訊處,(237021)新北市三峽區大觀路107號1樓、2樓,新北市,三峽區,2025-11-26,explicit,1.0
富邦人壽保險股份有限公司,邦拓通訊處,(241515)新北市三重區重陽路一段66號6樓C室,新北市,三重區,1996-12-26,explicit,1.0
富邦人壽保險股份有限公司,邦權通訊處,(242011)新北市新莊區中華路一段8號14樓,新北市,新莊區,2001-12-26,explicit,1.0
富邦人壽保險股份有限公司,邦盛通訊處,(242031)新北市新莊區中華路二段19號4樓,新北市,新莊區,1999-05-06,explicit,1.0
富邦人壽保險股份有限公司,邦盛二通訊處,(242031)新北市新莊區中華路二段19號4樓,新北市,新莊區,2026-01-27,explicit,1.0
富邦人壽保險股份有限公司,富贏通訊處,(247011)新北市蘆洲區長榮路311號1樓,新北市,蘆洲區,2017-08-11,explicit,1.0
富邦人壽保險股份有限公司,桃晶通訊處,(320045)桃園市中壢區慈惠一街152號7樓,桃園市,中壢區,2015-02-09,explicit,1.0
富邦人壽保險股份有限公司,桃花通訊處,(320045)桃園市中壢區慈惠一街156號7樓,桃園市,中壢區,1996-01-06,explicit,1.0
富邦人壽保險股份有限公司,桃采通訊處,(320045)桃園市中壢區慈惠一街156號5樓,桃園市,中壢區,2001-06-06,explicit,1.0
富邦人壽保險股份有限公司,桃裕通訊處,(320045)桃園市中壢區慈惠一街156號5樓,桃園市,中壢區,2019-10-18,explicit,1.0
富邦人壽保險股份有限公司,桃仁通訊處,(320045)桃園市中壢區慈惠一街152號6樓,桃園市,中壢區,1998-12-26,explicit,1.0
富邦人壽保險股份有限公司,桃仁一通訊處,(320045)桃園市中壢區慈惠一街156號6樓,桃園市,中壢區,2024-12-26,explicit,1.0
富邦人壽保險股份有限公司,桃禧通訊處,(320045)桃園市中壢區慈惠一街156號3樓,桃園市,中壢區,2013-01-14,explicit,1.0
富邦人壽保險股份有限公司,花展通訊處,(330010)桃園市桃園區中正路1080號5樓,桃園市,桃園區,2009-06-01,explicit,1.0
富邦人壽保險股份有限公司,桃宜通訊處,(326101)桃園市楊梅區大成路236號1樓,桃園市,楊梅區,2017-11-20,explicit,1.0
富邦人壽保險股份有限公司,桃大通訊處,(330010)桃園市桃園區中正路1082號5樓,桃園市,桃園區,1998-11-06,explicit,1.0
富邦人壽保險股份有限公司,桃暘通訊處,(330010)桃園市桃園區中正路1088號5樓,桃園市,桃園區,2013-12-06,explicit,1.0
富邦人壽保險股份有限公司,桃暘一通訊處,(330010)桃園市桃園區中正路1088號5樓,桃園市,桃園區,2025-07-26,explicit,1.0
富邦人壽保險股份有限公司,桃暘二通訊處,(330010)桃園市桃園區中正路1088號5樓,桃園市,桃園區,2025-08-26,explicit,1.0
富邦人壽保險股份有限公司,桃吉通訊處,(330010)桃園市桃園區中正路1092號5樓,桃園市,桃園區,1999-01-06,explicit,1.0
富邦人壽保險股份有限公司,桃佳通訊處,(330010)桃園市桃園區中正路1082號6樓,桃園市,桃園區,2014-07-26,explicit,1.0
富邦人壽保險股份有限公司,桃豐通訊處,(330010)桃園市桃園區中正路1088號6樓,桃園市,桃園區,1997-12-26,explicit,1.0
富邦人壽保險股份有限公司,桃駿通訊處,(330010)桃園市桃園區中正路1092號6樓,桃園市,桃園區,2014-09-15,explicit,1.0
富邦人壽保險股份有限公司,竹群通訊處,(300006)新竹市北區經國路一段675號3樓,新竹市,北區,1996-12-26,explicit,1.0
富邦人壽保險股份有限公司,竹冠通訊處,(300006)新竹市北區經國路一段675號12樓,新竹市,北區,2011-12-29,explicit,1.0
富邦人壽保險股份有限公司,竹峰通訊處,(300082)新竹市北區東大路二段76號3樓,新竹市,北區,2018-04-02,explicit,1.0
富邦人壽保險股份有限公司,竹全通訊處,(302099)新竹縣竹北市光明五街210號11樓,新竹縣,竹北市,2004-03-06,explicit,1.0
富邦人壽保險股份有限公司,竹一通訊處,(302099)新竹縣竹北市光明五街210號11樓,新竹縣,竹北市,2015-12-28,explicit,1.0
富邦人壽保險股份有限公司,竹耀通訊處,(302099)新竹縣竹北市光明五街210號11樓,新竹縣,竹北市,2026-01-08,explicit,1.0
富邦人壽保險股份有限公司,竹鼎通訊處,(302099)新竹縣竹北市光明五街212號11樓,新竹縣,竹北市,2017-05-08,explicit,1.0
富邦人壽保險股份有限公司,竹御通訊處,(302099)新竹縣竹北市光明五街212號11樓,新竹縣,竹北市,2012-09-18,explicit,1.0
